atomic_number,species_name,ion_charge,isoelectonic_sequence,ground_shells,ground_configuration,ground_level,ionized_level,ionization_energy,uncertainty,references,is_semi_empirical,is_theoretical
"95",Am XXVIII,"27",Er,[Xe].4f14,4f14,1S0,4f14.5p5 2P*<3/2>,870,40,L582,"0","1"
"95",Am XXIX,"28",Ho,[Cd].4f14.5p5,4f14.5p5,2P*<3/2>,4f14.5p4 3P<2>,900,50,L582,"0","1"
"95",Am XXX,"29",Dy,[Cd].4f14.5p4,4f14.5p4,3P<2>,4f14.5p3 2P*<3/2>,940,50,L582,"0","1"
"95",Am XXXI,"30",Tb,[Cd].4f14.5p3,4f14.5p3,2P*<3/2>,4f14.5p2 3P<0>,980,50,L582,"0","1"
"95",Am XXXII,"31",Gd,[Cd].4f14.5p2,4f14.5p2,3P0,4f14.5p 2P*<1/2>,1090,50,L582,"0","1"
"95",Am XXXIII,"32",Eu,[Cd].4f14.5p,4f14.5p,2P*<1/2>,4f14 1S<0>,1130,60,L582,"0","1"
"95",Am XXXIV,"33",Sm,[Cd].4f14,4f14,1S0,4f14.5s 2S<1/2>,1240,60,L582,"0","1"
"95",Am XXXV,"34",Pm,[Kr].4d10.4f14.5s,4f14.5s,2S<1/2>,4f14 1S<0>,1280,60,L582,"0","1"
"95",Am XXXVI,"35",Nd,[Kr].4d10.4f14,4f14,1S0,4f13 2F*<7/2>,1410,70,L582,"0","1"
"95",Am XXXVII,"36",Pr,[Kr].4d10.4f13,4f13,2F*<7/2>,4f12,1490,70,L582,"0","1"
"95",Am XXXVIII,"37",Ce,[Kr].4d10.4f12,4f12,,4f11 4I*<15/2>,1570,80,L582,"0","1"
"95",Am XXXIX,"38",La,[Kr].4d10.4f11,4f11,4I*<15/2>,4f10 5I<8>,1650,90,L582,"0","1"
"95",Am XL,"39",Ba,[Kr].4d10.4f10,4f10,5I<8>,4f9 6H*<15/2>,1730,90,L582,"0","1"
"95",Am XLI,"40",Cs,[Kr].4d10.4f9,4f9,6H*<15/2>,4f8 7F<6>,1820,90,L582,"0","1"
"95",Am XLII,"41",Xe,[Kr].4d10.4f8,4f8,7F<6>,4f7 8S*<7/2>,1900,90,L582,"0","1"
"95",Am XLIII,"42",I,[Kr].4d10.4f7,4f7,8S*<7/2>,4f6 7F<0>,1980,100,L582,"0","1"
"95",Am XLIV,"43",Te,[Kr].4d10.4f6,4f6,7F0,4f5 6H*<5/2>,2070,100,L582,"0","1"
"95",Am XLV,"44",Sb,[Kr].4d10.4f5,4f5,6H*<5/2>,4f4 5I<4>,2160,110,L582,"0","1"
"95",Am XLVI,"45",Sn,[Kr].4d10.4f4,4f4,5I<4>,4f3 4I*<9/2>,2240,110,L582,"0","1"
"95",Am XLVII,"46",In,[Kr].4d10.4f3,4f3,4I*<9/2>,4f2 3H<4>,2320,110,L582,"0","1"
"95",Am XLVIII,"47",Cd,[Kr].4d10.4f2,4f2,3H<4>,4f 2F*<5/2>,2410,120,L582,"0","1"
"95",Am XLIX,"48",Ag,[Kr].4d10.4f,4f,2F*<5/2>,4d10 1S<0>,2480,120,L582,"0","1"
"95",Am L,"49",Pd,[Kr].4d10,"4d10",1S0,4d9 2D<5/2>,2874,4,L8672c99,"0","1"
"95",Am LI,"50",Rh,[Kr].4d9,"4d9",2D<5/2>,4d8 3F<4>,2946,4,L8672c99,"0","1"
"95",Am LII,"51",Ru,[Kr].4d8,"4d8",3F<4>,4d7 4F<9/2>,3021,4,L8672c99,"0","1"
"95",Am LIII,"52",Tc,[Kr].4d7,"4d7",4F<9/2>,4d6 5D<4>,3101,4,L8672c99,"0","1"
"95",Am LIV,"53",Mo,[Kr].4d6,"4d6",5D<4>,4d5 <5/2>,3178,5,L8672c99,"0","1"
"95",Am LV,"54",Nb,[Kr].4d5,"4d5",<5/2>,4d4 5D<0>,3251,5,L8672c99,"0","1"
"95",Am LVI,"55",Zr,[Kr].4d4,"4d4","5D0",4d3 4F<3/2>,3402,5,L8672c99,"0","1"
"95",Am LVII,"56",Y,[Kr].4d3,"4d3",4F<3/2>,4d2 3F<2>,3479,5,L8672c99,"0","1"
"95",Am LVIII,"57",Sr,[Kr].4d2,"4d2",3F<2>,4d 2D<3/2>,3563,6,L8672c99,"0","1"
"95",Am LIX,"58",Rb,[Kr].4d,4d,2D<3/2>,4p6 1S<0>,3641,6,L8672c99,"0","1"
"95",Am LX,"59",Kr,[Ar].3d10.4s2.4p6,4p6,1S0,4p5 2P*<3/2>,3956,7,L8672c99,"0","1"
"95",Am LXI,"60",Br,[Ar].3d10.4s2.4p5,4p5,2P*<3/2>,4p4 3P<2>,4033,10,L8672c99,"0","1"
"95",Am LXII,"61",Se,[Ar].3d10.4s2.4p4,4p4,3P<2>,4p3*<3/2>,4115,12,L8672c99,"0","1"
"95",Am LXIII,"62",As,[Ar].3d10.4s2.4p3,4p3,*<3/2>,4p2 3P<0>,4191,15,L8672c99,"0","1"
"95",Am LXIV,"63",Ge,[Ar].3d10.4s2.4p2,4p2,3P0,4p 2P*<1/2>,4642,19,L8672c99,"0","1"
"95",Am LXV,"64",Ga,[Ar].3d10.4s2.4p,4p,2P*<1/2>,4s2 1S<0>,4733,24,L8672c99,"0","1"
"95",Am LXVI,"65",Zn,[Ar].3d10.4s2,4s2,1S0,4s 2S<1/2>,4960,30,L8672c99,"0","1"
"95",Am LXVII,"66",Cu,[Ar].3d10.4s,4s,2S<1/2>,3d10 1S<0>,5050,40,L8672c99,"0","1"
"95",Am LXVIII,"67",Ni,[Ar].3d10,"3d10",1S0,3d9 2D<5/2>,8040,40,L8672c99,"0","1"
"95",Am LXIX,"68",Co,[Ar].3d9,"3d9",2D<5/2>,3d8 3F<4>,8210,50,L8672c99,"0","1"
"95",Am LXX,"69",Fe,[Ar].3d8,"3d8",3F<4>,3d7 4F<9/2>,8390,50,L8672c99,"0","1"
"95",Am LXXI,"70",Mn,[Ar].3d7,"3d7",4F<9/2>,3d6 <4>,8590,60,L8672c99,"0","1"
"95",Am LXXII,"71",Cr,[Ar].3d6,"3d6",<4>,3d5 <5/2>,8770,60,L8672c99,"0","1"
"95",Am LXXIII,"72",V,[Ar].3d5,"3d5",<5/2>,3d4 5D<0>,8950,70,L8672c99,"0","1"
"95",Am LXXIV,"73",Ti,[Ar].3d4,"3d4","5D0",3d3 4F<3/2>,9380,90,L8672c99,"0","1"
"95",Am LXXV,"74",Sc,[Ar].3d3,"3d3",4F<3/2>,3d2 3F<2>,9560,90,L8672c99,"0","1"
"95",Am LXXVI,"75",Ca,[Ar].3d2,"3d2",3F<2>,3d 2D<3/2>,9770,100,L8672c99,"0","1"
"95",Am LXXVII,"76",K,[Ar].3d,3d,2D<3/2>,3p6 1S<0>,9960,110,L8672c99,"0","1"
"95",Am LXXVIII,"77",Ar,[Ne].3s2.3p6,3p6,1S0,3p5 2P*<3/2>,10490,120,L8672c99,"0","1"
"95",Am LXXIX,"78",Cl,[Ne].3s2.3p5,3p5,2P*<3/2>,3p4 3P<2>,10650,120,L8672c99,"0","1"
"95",Am LXXX,"79",S,[Ne].3s2.3p4,3p4,3P<2>,3p3 2P*<3/2>,10830,140,L8672c99,"0","1"
"95",Am LXXXI,"80",P,[Ne].3s2.3p3,3p3,2P*<3/2>,3p2 3P<0>,11000,150,L8672c99,"0","1"
"95",Am LXXXII,"81",Si,[Ne].3s2.3p2,3p2,3P0,3p 2P*<1/2>,12400,160,L8672c99,"0","1"
"95",Am LXXXIII,"82",Al,[Ne].3s2.3p,3p,2P*<1/2>,3s2 1S<0>,12600,170,L8672c99,"0","1"
"95",Am LXXXIV,"83",Mg,[Ne].3s2,3s2,1S0,3s 2S<1/2>,13000,190,L8672c99,"0","1"
"95",Am LXXXV,"84",Na,[Ne].3s,3s,2S<1/2>,2p6 1S<0>,13190,200,L8672c99,"0","1"
"95",Am LXXXVI,"85",Ne,1s2.2s2.2p6,2p6,1S0,2p5 2P*<3/2>,27110,220,L8672c99,"0","1"
"95",Am LXXXVII,"86",F,1s2.2s2.2p5,2p5,2P*<3/2>,2p4 3P<2>,27550,240,L8672c99,"0","1"
"95",Am LXXXVIII,"87",O,1s2.2s2.2p4,2p4,3P<2>,"2p2<1/2>.2p<3/2> (0,3/2)*<3/2>",28040,250,L8672c99,"0","1"
"95",Am LXXXIX,"88",N,1s2.2s2.2p3,2p2<1/2>.2p<3/2>,"(0,3/2)*<3/2>",2p2 3P<0>,28500,300,L8672c99,"0","1"
"95",Am XC,"89",C,1s2.2s2.2p2,2p2,3P0,2p 2P*<1/2>,33700,300,L8672c99,"0","1"
"95",Am XCI,"90",B,1s2.2s2.2p,2p,2P*<1/2>,2s2 1S<0>,34300,300,L8672c99,"0","1"
"95",Am XCII,"91",Be,1s2.2s2,2s2,1S0,2s 2S<1/2>,35100,300,L8672c99,"0","1"
"95",Am XCIII,"92",Li,1s2.2s,2s,2S<1/2>,1s2 1S<0>,35549.4,0.7,L16264c99,"0","1"
"95",Am XCIV,"93",He,1s2,1s2,1S0,1s 2S<1/2>,139769.5,0.7,L12128,"0","1"
"95",Am XCV,"94",H,1s,1s,2S<1/2>,,142153.5,0.9,L19200,"0","1"
"96",Cm I,"0",Cm,[Rn].5f7.6d.7s2,5f7.6d.7s2,9D*<2>,5f7.7s2 8S*<7/2>,5.992241,2e-05,L22423,"0","0"
"96",Cm II,"1",Am,[Rn].5f7.7s2,5f7.7s2,8S*<7/2>,5f8 7F<6>,12.4,0.4,L13741c99,"1","0"
"96",Cm III,"2",Pu,[Rn].5f8,5f8,7F<6>,5f7 8S*<7/2>,20.1,0.4,L13741c99,"1","0"
"96",Cm IV,"3",Np,[Rn].5f7,5f7,8S*<7/2>,5f6 7F<0>,37.7,0.4,L13741c99,"1","0"
"96",Cm V,"4",U,[Rn].5f6,5f6,7F0,5f5 6H*<5/2>,51,1.9,L8672c99,"0","1"
"96",Cm VI,"5",Pa,[Rn].5f5,5f5,6H*<5/2>,5f4 5I<4>,69.1,2,L8672c99,"0","1"
"96",Cm VII,"6",Th,[Rn].5f4,5f4,5I<4>,5f5.6p4,97,5,L582,"0","1"
"96",Cm VIII,"7",Ac,[Hg].5f5.6p4,5f5.6p4,*,5f5.6p3,112,6,L582,"0","1"
"96",Cm IX,"8",Ra,[Hg].5f5.6p3,5f5.6p3,,5f5.6p2*,128,6,L582,"0","1"
"96",Cm X,"9",Fr,[Hg].5f5.6p2,5f5.6p2,*,5f4.6p2,144,7,L582,"0","1"
"96",Cm XI,"10",Rn,[Hg].5f4.6p2,5f4.6p2,,5f3.6p2*,167,8,L582,"0","1"
"96",Cm XII,"11",At,[Hg].5f3.6p2,5f3.6p2,*,5f2.6p2,190,10,L582,"0","1"
"96",Cm XIII,"12",Po,[Hg].5f2.6p2,5f2.6p2,,5f.6p2*,213,11,L582,"0","1"
"96",Cm XIV,"13",Bi,[Hg].5f.6p2,5f.6p2,*,5f.6p,235,12,L582,"0","1"
"96",Cm XV,"14",Pb,[Hg].5f.6p,5f.6p,,5f 2F*<5/2>,253,12,L582,"0","1"
"96",Cm XVI,"15",Tl,[Hg].5f,5f,2F*<5/2>,6s2 1S<0>,272,14,L582,"0","1"
"96",Cm XVII,"16",Hg,[Xe].4f14.5d10.6s2,6s2,1S0,6s 2S<1/2>,311,3,L8672c99,"0","1"
"96",Cm XVIII,"17",Au,[Xe].4f14.5d10.6s,6s,2S<1/2>,5d10 1S<0>,332,3,L8672c99,"0","1"
"96",Cm XIX,"18",Pt,[Xe].4f14.5d10,"5d10",1S0,5d9 2D<5/2>,460,3,L8672c99,"0","1"
"96",Cm XX,"19",Ir,[Xe].4f14.5d9,"5d9",2D<5/2>,5d8 3F<4>,489,4,L8672c99,"0","1"
"96",Cm XXI,"20",Os,[Xe].4f14.5d8,"5d8",3F<4>,5d7 4F<9/2>,518,4,L8672c99,"0","1"
"96",Cm XXII,"21",Re,[Xe].4f14.5d7,"5d7",4F<9/2>,5d6 5D<4>,550,4,L8672c99,"0","1"
"96",Cm XXIII,"22",W,[Xe].4f14.5d6,"5d6",5D<4>,5d5 6S<5/2>,580,4,L8672c99,"0","1"
"96",Cm XXIV,"23",Ta,[Xe].4f14.5d5,"5d5",6S<5/2>,5d4 5D<0>,611,4,L8672c99,"0","1"
"96",Cm XXV,"24",Hf,[Xe].4f14.5d4,"5d4","5D0",5d3 4F<3/2>,657,4,L8672c99,"0","1"
"96",Cm XXVI,"25",Lu,[Xe].4f14.5d3,"5d3",4F<3/2>,5d2 3F<2>,689,4,L8672c99,"0","1"
"96",Cm XXVII,"26",Yb,[Xe].4f14.5d2,"5d2",3F<2>,5d 2D<3/2>,723,4,L8672c99,"0","1"
"96",Cm XXVIII,"27",Tm,[Xe].4f14.5d,5d,2D<3/2>,4f14 1S<0>,755,4,L8672c99,"0","1"
"96",Cm XXIX,"28",Er,[Xe].4f14,4f14,1S0,4f14.5p5 2P*<3/2>,910,50,L582,"0","1"
"96",Cm XXX,"29",Ho,[Cd].4f14.5p5,4f14.5p5,2P*<3/2>,4f14.5p4 3P<2>,950,50,L582,"0","1"
"96",Cm XXXI,"30",Dy,[Cd].4f14.5p4,4f14.5p4,3P<2>,4f14.5p3 2P*<3/2>,990,50,L582,"0","1"
"96",Cm XXXII,"31",Tb,[Cd].4f14.5p3,4f14.5p3,2P*<3/2>,4f14.5p2 3P<0>,1030,50,L582,"0","1"
"96",Cm XXXIII,"32",Gd,[Cd].4f14.5p2,4f14.5p2,3P0,4f14.5p 2P*<1/2>,1140,60,L582,"0","1"
"96",Cm XXXIV,"33",Eu,[Cd].4f14.5p,4f14.5p,2P*<1/2>,4f14 1S<0>,1180,60,L582,"0","1"
"96",Cm XXXV,"34",Sm,[Cd].4f14,4f14,1S0,4f14.5s 2S<1/2>,1300,60,L582,"0","1"
"96",Cm XXXVI,"35",Pm,[Kr].4d10.4f14.5s,4f14.5s,2S<1/2>,4f14 1S<0>,1340,70,L582,"0","1"
"96",Cm XXXVII,"36",Nd,[Kr].4d10.4f14,4f14,1S0,4f13 2F*<7/2>,1480,70,L582,"0","1"
"96",Cm XXXVIII,"37",Pr,[Kr].4d10.4f13,4f13,2F*<7/2>,4f12,1560,80,L582,"0","1"
"96",Cm XXXIX,"38",Ce,[Kr].4d10.4f12,4f12,,4f11 4I*<15/2>,1650,80,L582,"0","1"
"96",Cm XL,"39",La,[Kr].4d10.4f11,4f11,4I*<15/2>,4f10 5I<8>,1730,90,L582,"0","1"
"96",Cm XLI,"40",Ba,[Kr].4d10.4f10,4f10,5I<8>,4f9 6H*<15/2>,1810,90,L582,"0","1"
"96",Cm XLII,"41",Cs,[Kr].4d10.4f9,4f9,6H*<15/2>,4f8 7F<6>,1890,90,L582,"0","1"
"96",Cm XLIII,"42",Xe,[Kr].4d10.4f8,4f8,7F<6>,4f7 8S*<7/2>,1980,100,L582,"0","1"
"96",Cm XLIV,"43",I,[Kr].4d10.4f7,4f7,8S*<7/2>,4f6 7F<0>,2060,100,L582,"0","1"
"96",Cm XLV,"44",Te,[Kr].4d10.4f6,4f6,7F0,4f5 6H*<5/2>,2160,110,L582,"0","1"
"96",Cm XLVI,"45",Sb,[Kr].4d10.4f5,4f5,6H*<5/2>,4f4 5I<4>,2240,110,L582,"0","1"
"96",Cm XLVII,"46",Sn,[Kr].4d10.4f4,4f4,5I<4>,4f3 4I*<9/2>,2320,120,L582,"0","1"
"96",Cm XLVIII,"47",In,[Kr].4d10.4f3,4f3,4I*<9/2>,4f2 3H<4>,2410,120,L582,"0","1"
"96",Cm XLIX,"48",Cd,[Kr].4d10.4f2,4f2,3H<4>,4f 2F*<5/2>,2490,120,L582,"0","1"
"96",Cm L,"49",Ag,[Kr].4d10.4f,4f,2F*<5/2>,4d10 1S<0>,2580,120,L582,"0","1"
"96",Cm LI,"50",Pd,[Kr].4d10,"4d10",1S0,4d9 2D<5/2>,2976,4,L8672c99,"0","1"
"96",Cm LII,"51",Rh,[Kr].4d9,"4d9",2D<5/2>,4d8 3F<4>,3050,4,L8672c99,"0","1"
"96",Cm LIII,"52",Ru,[Kr].4d8,"4d8",3F<4>,4d7 4F<9/2>,3125,4,L8672c99,"0","1"
"96",Cm LIV,"53",Tc,[Kr].4d7,"4d7",4F<9/2>,4d6 5D<4>,3207,5,L8672c99,"0","1"
"96",Cm LV,"54",Mo,[Kr].4d6,"4d6",5D<4>,4d5 <5/2>,3284,5,L8672c99,"0","1"
"96",Cm LVI,"55",Nb,[Kr].4d5,"4d5",<5/2>,4d4 5D<0>,3360,5,L8672c99,"0","1"
"96",Cm LVII,"56",Zr,[Kr].4d4,"4d4","5D0",4d3 4F<3/2>,3515,5,L8672c99,"0","1"
"96",Cm LVIII,"57",Y,[Kr].4d3,"4d3",4F<3/2>,4d2 3F<2>,3593,6,L8672c99,"0","1"
"96",Cm LIX,"58",Sr,[Kr].4d2,"4d2",3F<2>,4d 2D<3/2>,3679,6,L8672c99,"0","1"
"96",Cm LX,"59",Rb,[Kr].4d,4d,2D<3/2>,4p6 1S<0>,3758,7,L8672c99,"0","1"
"96",Cm LXI,"60",Kr,[Ar].3d10.4s2.4p6,4p6,1S0,4p5 2P*<3/2>,4078,10,L8672c99,"0","1"
"96",Cm LXII,"61",Br,[Ar].3d10.4s2.4p5,4p5,2P*<3/2>,4p4 3P<2>,4156,12,L8672c99,"0","1"
"96",Cm LXIII,"62",Se,[Ar].3d10.4s2.4p4,4p4,3P<2>,4p3*<3/2>,4239,15,L8672c99,"0","1"
"96",Cm LXIV,"63",As,[Ar].3d10.4s2.4p3,4p3,*<3/2>,4p2 3P<0>,4317,19,L8672c99,"0","1"
"96",Cm LXV,"64",Ge,[Ar].3d10.4s2.4p2,4p2,3P0,4p 2P*<1/2>,4791,24,L8672c99,"0","1"
"96",Cm LXVI,"65",Ga,[Ar].3d10.4s2.4p,4p,2P*<1/2>,4s2 1S<0>,4880,30,L8672c99,"0","1"
"96",Cm LXVII,"66",Zn,[Ar].3d10.4s2,4s2,1S0,4s 2S<1/2>,5110,40,L8672c99,"0","1"
"96",Cm LXVIII,"67",Cu,[Ar].3d10.4s,4s,2S<1/2>,3d10 1S<0>,5200,40,L8672c99,"0","1"
"96",Cm LXIX,"68",Ni,[Ar].3d10,"3d10",1S0,3d9 2D<5/2>,8270,50,L8672c99,"0","1"
"96",Cm LXX,"69",Co,[Ar].3d9,"3d9",2D<5/2>,3d8 3F<4>,8440,50,L8672c99,"0","1"
"96",Cm LXXI,"70",Fe,[Ar].3d8,"3d8",3F<4>,3d7 4F<9/2>,8620,60,L8672c99,"0","1"
"96",Cm LXXII,"71",Mn,[Ar].3d7,"3d7",4F<9/2>,3d6 <4>,8820,60,L8672c99,"0","1"
"96",Cm LXXIII,"72",Cr,[Ar].3d6,"3d6",<4>,3d5 <5/2>,9000,70,L8672c99,"0","1"
"96",Cm LXXIV,"73",V,[Ar].3d5,"3d5",<5/2>,3d4 5D<0>,9180,90,L8672c99,"0","1"
"96",Cm LXXV,"74",Ti,[Ar].3d4,"3d4","5D0",3d3 4F<3/2>,9630,90,L8672c99,"0","1"
"96",Cm LXXVI,"75",Sc,[Ar].3d3,"3d3",4F<3/2>,3d2 3F<2>,9820,100,L8672c99,"0","1"
"96",Cm LXXVII,"76",Ca,[Ar].3d2,"3d2",3F<2>,3d 2D<3/2>,10020,110,L8672c99,"0","1"
"96",Cm LXXVIII,"77",K,[Ar].3d,3d,2D<3/2>,3p6 1S<0>,10220,120,L8672c99,"0","1"
"96",Cm LXXIX,"78",Ar,[Ne].3s2.3p6,3p6,1S0,3p5 2P*<3/2>,10760,120,L8672c99,"0","1"
"96",Cm LXXX,"79",Cl,[Ne].3s2.3p5,3p5,2P*<3/2>,3p4 3P<2>,10920,140,L8672c99,"0","1"
"96",Cm LXXXI,"80",S,[Ne].3s2.3p4,3p4,3P<2>,3p3 2P*<3/2>,11100,150,L8672c99,"0","1"
"96",Cm LXXXII,"81",P,[Ne].3s2.3p3,3p3,2P*<3/2>,3p2 3P<0>,11270,160,L8672c99,"0","1"
"96",Cm LXXXIII,"82",Si,[Ne].3s2.3p2,3p2,3P0,3p 2P*<1/2>,12740,170,L8672c99,"0","1"
"96",Cm LXXXIV,"83",Al,[Ne].3s2.3p,3p,2P*<1/2>,3s2 1S<0>,12950,190,L8672c99,"0","1"
"96",Cm LXXXV,"84",Mg,[Ne].3s2,3s2,1S0,3s 2S<1/2>,13350,200,L8672c99,"0","1"
"96",Cm LXXXVI,"85",Na,[Ne].3s,3s,2S<1/2>,2p6 1S<0>,13550,220,L8672c99,"0","1"
"96",Cm LXXXVII,"86",Ne,1s2.2s2.2p6,2p6,1S0,2p5 2P*<3/2>,27740,240,L8672c99,"0","1"
"96",Cm LXXXVIII,"87",F,1s2.2s2.2p5,2p5,2P*<3/2>,2p4 3P<2>,28180,250,L8672c99,"0","1"
"96",Cm LXXXIX,"88",O,1s2.2s2.2p4,2p4,3P<2>,"2p2<1/2>.2p<3/2> (0,3/2)*<3/2>",28700,300,L8672c99,"0","1"
"96",Cm XC,"89",N,1s2.2s2.2p3,2p2<1/2>.2p<3/2>,"(0,3/2)*<3/2>",2p2 3P<0>,29100,300,L8672c99,"0","1"
"96",Cm XCI,"90",C,1s2.2s2.2p2,2p2,3P0,2p 2P*<1/2>,34600,300,L8672c99,"0","1"
"96",Cm XCII,"91",B,1s2.2s2.2p,2p,2P*<1/2>,2s2 1S<0>,35200,300,L8672c99,"0","1"
"96",Cm XCIII,"92",Be,1s2.2s2,2s2,1S0,2s 2S<1/2>,36000,400,L8672c99,"0","1"
"96",Cm XCIV,"93",Li,1s2.2s,2s,2S<1/2>,1s2 1S<0>,36493,0.9,L16264c99,"0","1"
"96",Cm XCV,"94",He,1s2,1s2,1S0,1s 2S<1/2>,143311,4,L12128,"0","1"
"96",Cm XCVI,"95",H,1s,1s,2S<1/2>,,145740.1,1.6,L19200,"0","1"
"97",Bk I,"0",Bk,[Rn].5f9.7s2,5f9.7s2,6H*<15/2>,5f9.7s 7H*<8>,6.19785,0.00025,L15992,"0","0"
"97",Bk II,"1",Cm,[Rn].5f9.7s,5f9.7s,7H*<8>,5f9 6H*<15/2>,11.9,0.4,L13741c99,"1","0"
"97",Bk III,"2",Am,[Rn].5f9,5f9,6H*<15/2>,5f8 7F<6>,21.6,0.4,L13741c99,"1","0"
"97",Bk IV,"3",Pu,[Rn].5f8,5f8,7F<6>,5f7 8S*<7/2>,36,0.4,L13741c99,"1","0"
"97",Bk V,"4",Np,[Rn].5f7,5f7,8S*<7/2>,5f6 7F<0>,56,1.9,L8672c99,"0","1"
"97",Bk VI,"5",U,[Rn].5f6,5f6,7F0,5f5 6H*<5/2>,70.1,2,L8672c99,"0","1"
"97",Bk VII,"6",Pa,[Rn].5f5,5f5,6H*<5/2>,5f4 5I<4>,90,2,L8672c99,"0","1"
"97",Bk VIII,"7",Th,[Rn].5f4,5f4,5I<4>,5f6.6p3,114,6,L582,"0","1"
"97",Bk IX,"8",Ac,[Hg].5f6.6p3,5f6.6p3,*,5f6.6p2,130,6,L582,"0","1"
"97",Bk X,"9",Ra,[Hg].5f6.6p2,5f6.6p2,,5f5.6p2*,147,7,L582,"0","1"
"97",Bk XI,"10",Fr,[Hg].5f5.6p2,5f5.6p2,*,5f4.6p2,171,9,L582,"0","1"
"97",Bk XII,"11",Rn,[Hg].5f4.6p2,5f4.6p2,,5f3.6p2*,195,10,L582,"0","1"
"97",Bk XIII,"12",At,[Hg].5f3.6p2,5f3.6p2,*,5f2.6p2,218,11,L582,"0","1"
"97",Bk XIV,"13",Po,[Hg].5f2.6p2,5f2.6p2,,5f2.6p*,240,12,L582,"0","1"
"97",Bk XV,"14",Bi,[Hg].5f2.6p,5f2.6p,*,5f2,259,12,L582,"0","1"
"97",Bk XVI,"15",Pb,[Hg].5f2,5f2,,5f 2F*<5/2>,279,14,L582,"0","1"
"97",Bk XVII,"16",Tl,[Hg].5f,5f,2F*<5/2>,6s2 1S<0>,303,15,L582,"0","1"
"97",Bk XVIII,"17",Hg,[Xe].4f14.5d10.6s2,6s2,1S0,6s 2S<1/2>,339,3,L8672c99,"0","1"
"97",Bk XIX,"18",Au,[Xe].4f14.5d10.6s,6s,2S<1/2>,5d10 1S<0>,361,3,L8672c99,"0","1"
"97",Bk XX,"19",Pt,[Xe].4f14.5d10,"5d10",1S0,5d9 2D<5/2>,497,4,L8672c99,"0","1"
"97",Bk XXI,"20",Ir,[Xe].4f14.5d9,"5d9",2D<5/2>,5d8 3F<4>,526,4,L8672c99,"0","1"
"97",Bk XXII,"21",Os,[Xe].4f14.5d8,"5d8",3F<4>,5d7 4F<9/2>,557,4,L8672c99,"0","1"
"97",Bk XXIII,"22",Re,[Xe].4f14.5d7,"5d7",4F<9/2>,5d6 5D<4>,590,4,L8672c99,"0","1"
"97",Bk XXIV,"23",W,[Xe].4f14.5d6,"5d6",5D<4>,5d5 6S<5/2>,621,4,L8672c99,"0","1"
"97",Bk XXV,"24",Ta,[Xe].4f14.5d5,"5d5",6S<5/2>,5d4 5D<0>,652,4,L8672c99,"0","1"
"97",Bk XXVI,"25",Hf,[Xe].4f14.5d4,"5d4","5D0",5d3 4F<3/2>,700,4,L8672c99,"0","1"
"97",Bk XXVII,"26",Lu,[Xe].4f14.5d3,"5d3",4F<3/2>,5d2 3F<2>,733,4,L8672c99,"0","1"
"97",Bk XXVIII,"27",Yb,[Xe].4f14.5d2,"5d2",3F<2>,5d 2D<3/2>,768,4,L8672c99,"0","1"
"97",Bk XXIX,"28",Tm,[Xe].4f14.5d,5d,2D<3/2>,4f14 1S<0>,800,4,L8672c99,"0","1"
"97",Bk XXX,"29",Er,[Xe].4f14,4f14,1S0,4f14.5p5 2P*<3/2>,960,50,L582,"0","1"
"97",Bk XXXI,"30",Ho,[Cd].4f14.5p5,4f14.5p5,2P*<3/2>,4f14.5p4 3P<2>,1000,50,L582,"0","1"
"97",Bk XXXII,"31",Dy,[Cd].4f14.5p4,4f14.5p4,3P<2>,4f14.5p3 2P*<3/2>,1040,50,L582,"0","1"
"97",Bk XXXIII,"32",Tb,[Cd].4f14.5p3,4f14.5p3,2P*<3/2>,4f14.5p2 3P<0>,1080,50,L582,"0","1"
"97",Bk XXXIV,"33",Gd,[Cd].4f14.5p2,4f14.5p2,3P0,4f14.5p 2P*<1/2>,1200,60,L582,"0","1"
"97",Bk XXXV,"34",Eu,[Cd].4f14.5p,4f14.5p,2P*<1/2>,4f14 1S<0>,1240,60,L582,"0","1"
"97",Bk XXXVI,"35",Sm,[Cd].4f14,4f14,1S0,4f14.5s 2S<1/2>,1360,70,L582,"0","1"
"97",Bk XXXVII,"36",Pm,[Kr].4d10.4f14.5s,4f14.5s,2S<1/2>,4f14 1S<0>,1410,70,L582,"0","1"
"97",Bk XXXVIII,"37",Nd,[Kr].4d10.4f14,4f14,1S0,4f13 2F*<7/2>,1550,80,L582,"0","1"
"97",Bk XXXIX,"38",Pr,[Kr].4d10.4f13,4f13,2F*<7/2>,4f12,1630,80,L582,"0","1"
"97",Bk XL,"39",Ce,[Kr].4d10.4f12,4f12,,4f11 4I*<15/2>,1720,90,L582,"0","1"
"97",Bk XLI,"40",La,[Kr].4d10.4f11,4f11,4I*<15/2>,4f10 5I<8>,1800,90,L582,"0","1"
"97",Bk XLII,"41",Ba,[Kr].4d10.4f10,4f10,5I<8>,4f9 6H*<15/2>,1890,90,L582,"0","1"
"97",Bk XLIII,"42",Cs,[Kr].4d10.4f9,4f9,6H*<15/2>,4f8 7F<6>,1970,100,L582,"0","1"
"97",Bk XLIV,"43",Xe,[Kr].4d10.4f8,4f8,7F<6>,4f7 8S*<7/2>,2050,100,L582,"0","1"
"97",Bk XLV,"44",I,[Kr].4d10.4f7,4f7,8S*<7/2>,4f6 7F<0>,2140,110,L582,"0","1"
